意图,问题,回应
推荐券_旅行积分,如何使用通过邀请链接获得的旅行积分预订旅行？,如果您通过邀请链接加入爱彼迎获得了旅行积分如果您使用推荐链接注册了爱彼迎，当您支付第一次符合条件的预订时，您的推荐优惠券将自动出现在结帐页面上。您必须有符合条件的预订才有资格获得推荐旅行积分。符合条件的预订必须满足最低价值，其中不包括任何税费。由于最低金额可能会有所不同，因此您应该参考收到的邀请电子邮件或前往邀请页面查看有关哪些预订符合条件的详细信息。如果您通过邀请朋友加入 爱彼迎 获得了旅行积分如果您的朋友使用您的推荐链接注册了 爱彼迎 并完成了符合条件的预订，那么旅行积分将自动添加到您的帐户中。当您为下一次预订付款时，您的旅行积分将显示在结帐页面上。请记住，一旦您的朋友完成符合条件的旅行，您将获得旅行积分。如果您的旅行积分尚未显示，则意味着您的朋友尚未完成他们的旅行或他们的预订不符合条件。
推荐券_旅行积分,旅游信贷,如果您通过邀请链接加入爱彼迎获得了旅行积分如果您使用推荐链接注册了爱彼迎，当您支付第一次符合条件的预订时，您的推荐优惠券将自动出现在结帐页面上。您必须有符合条件的预订才有资格获得推荐旅行积分。符合条件的预订必须满足最低价值，其中不包括任何税费。由于最低金额可能会有所不同，因此您应该参考收到的邀请电子邮件或前往邀请页面查看有关哪些预订符合条件的详细信息。如果您通过邀请朋友加入 爱彼迎 获得了旅行积分如果您的朋友使用您的推荐链接注册了 爱彼迎 并完成了符合条件的预订，那么旅行积分将自动添加到您的帐户中。当您为下一次预订付款时，您的旅行积分将显示在结帐页面上。请记住，一旦您的朋友完成符合条件的旅行，您将获得旅行积分。如果您的旅行积分尚未显示，则意味着您的朋友尚未完成他们的旅行或他们的预订不符合条件。
推荐券_旅行积分,在哪里获得旅行积分？,如果您通过邀请链接加入爱彼迎获得了旅行积分如果您使用推荐链接注册了爱彼迎，当您支付第一次符合条件的预订时，您的推荐优惠券将自动出现在结帐页面上。您必须有符合条件的预订才有资格获得推荐旅行积分。符合条件的预订必须满足最低价值，其中不包括任何税费。由于最低金额可能会有所不同，因此您应该参考收到的邀请电子邮件或前往邀请页面查看有关哪些预订符合条件的详细信息。如果您通过邀请朋友加入 爱彼迎 获得了旅行积分如果您的朋友使用您的推荐链接注册了 爱彼迎 并完成了符合条件的预订，那么旅行积分将自动添加到您的帐户中。当您为下一次预订付款时，您的旅行积分将显示在结帐页面上。请记住，一旦您的朋友完成符合条件的旅行，您将获得旅行积分。如果您的旅行积分尚未显示，则意味着您的朋友尚未完成他们的旅行或他们的预订不符合条件。
推荐券不见,为什么我在注册 爱彼迎 时没有获得推荐旅行积分？,如果您使用推荐链接注册了 爱彼迎，当您为第一次符合条件的预订付款时，推荐优惠券应该会自动出现在结帐页面上。阅读有关符合条件的预订和旅行积分的更多信息。如果您的推荐优惠券没有出现，您可以按照以下步骤找回您的信用。您将需要收到的推荐链接，该链接可能在您的电子邮件、短信或社交媒体帖子中。或者，您可以使用推荐您的人的电子邮件地址——但这只有在与他们用于爱彼迎账户的电子邮件地址相同时才有效。
推荐券不见,当我注册 爱彼迎 时，我没有获得推荐旅行积分。,如果您使用推荐链接注册了 爱彼迎，当您为第一次符合条件的预订付款时，推荐优惠券应该会自动出现在结帐页面上。阅读有关符合条件的预订和旅行积分的更多信息。如果您的推荐优惠券没有出现，您可以按照以下步骤找回您的信用。您将需要收到的推荐链接，该链接可能在您的电子邮件、短信或社交媒体帖子中。或者，您可以使用推荐您的人的电子邮件地址——但这只有在与他们用于爱彼迎账户的电子邮件地址相同时才有效。
推荐券不见,我注册时没有获得推荐旅行积分。,如果您使用推荐链接注册了 爱彼迎，当您为第一次符合条件的预订付款时，推荐优惠券应该会自动出现在结帐页面上。阅读有关符合条件的预订和旅行积分的更多信息。如果您的推荐优惠券没有出现，您可以按照以下步骤找回您的信用。您将需要收到的推荐链接，该链接可能在您的电子邮件、短信或社交媒体帖子中。或者，您可以使用推荐您的人的电子邮件地址——但这只有在与他们用于爱彼迎账户的电子邮件地址相同时才有效。
推荐券不见,在哪里可以找到推荐券？,如果您使用推荐链接注册了 爱彼迎，当您为第一次符合条件的预订付款时，推荐优惠券应该会自动出现在结帐页面上。阅读有关符合条件的预订和旅行积分的更多信息。如果您的推荐优惠券没有出现，您可以按照以下步骤找回您的信用。您将需要收到的推荐链接，该链接可能在您的电子邮件、短信或社交媒体帖子中。或者，您可以使用推荐您的人的电子邮件地址——但这只有在与他们用于爱彼迎账户的电子邮件地址相同时才有效。
推荐券不见,推荐券,如果您使用推荐链接注册了 爱彼迎，当您为第一次符合条件的预订付款时，推荐优惠券应该会自动出现在结帐页面上。阅读有关符合条件的预订和旅行积分的更多信息。如果您的推荐优惠券没有出现，您可以按照以下步骤找回您的信用。您将需要收到的推荐链接，该链接可能在您的电子邮件、短信或社交媒体帖子中。或者，您可以使用推荐您的人的电子邮件地址——但这只有在与他们用于爱彼迎账户的电子邮件地址相同时才有效。
推荐券不见,我的推荐券在哪里？,如果您使用推荐链接注册了 爱彼迎，当您为第一次符合条件的预订付款时，推荐优惠券应该会自动出现在结帐页面上。阅读有关符合条件的预订和旅行积分的更多信息。如果您的推荐优惠券没有出现，您可以按照以下步骤找回您的信用。您将需要收到的推荐链接，该链接可能在您的电子邮件、短信或社交媒体帖子中。或者，您可以使用推荐您的人的电子邮件地址——但这只有在与他们用于爱彼迎账户的电子邮件地址相同时才有效。
礼品卡重量,哪里可以买到爱彼迎的礼品卡？,您可以在商店和网上或直接从我们这里获得 爱彼迎 礼品卡！根据您购买礼品卡的地点，您可以获得发送给您或您的收件人的实体卡或数字卡。目前，礼品卡仅在以下国家/地区可用： 澳大利亚 奥地利 比利时 加拿大 芬兰 法国 德国 爱尔兰 意大利 墨西哥* 荷兰 新西兰 西班牙 瑞典 英国 美国 * - 礼品卡仅可通过第三方零售商购买 重要信息：目前，只能为与您在同一国家或地区的人购买礼品卡，并且收件人必须在该国家/地区拥有有效的付款方式。如果您位于欧洲经济区 (EEA) 区域内的某个国家/地区（法国、意大利、西班牙、德国、奥地利、比利时、芬兰、爱尔兰、荷兰和瑞典），您可以为以下地区的其他人购买礼品卡那些 EEA 国家，只要收件人在该国家/地区拥有有效的付款方式。兑换礼品卡后，可用于世界各地的任何住宿或体验。
